date,state,district,pincode,bio_0_5,bio_5_17,bio_18_30,bio_30_60,bio_60_plus,bio_total,demo_0_5,demo_5_17,demo_18_30,demo_30_60,demo_60_plus,demo_total,mobile_updates,enrol_0_5,enrol_5_17,enrol_18_30,enrol_30_60,enrol_60_plus,enrol_total
2025-12-16,Delhi,North Delhi,113028,35,111,103,143,31,423,16,35,97,68,28,244,167,2289,5150,7153,10014,4005,28611
2025-12-17,Delhi,North Delhi,113028,7,37,34,49,5,132,3,10,34,23,7,77,63,2289,5150,7153,10014,4005,28611
2025-12-18,Delhi,North Delhi,113028,0,1,1,4,0,6,0,0,3,1,0,4,10,2289,5150,7153,10014,4005,28611
2025-12-19,Delhi,North Delhi,113028,9,34,31,44,8,126,4,10,30,21,8,73,53,2289,5150,7153,10014,4005,28611
2025-12-20,Delhi,North Delhi,113028,7,29,26,38,6,106,3,9,26,18,6,62,46,2289,5150,7153,10014,4005,28611
2025-12-21,Delhi,North Delhi,113028,8,43,40,58,7,156,4,12,41,27,9,93,74,2289,5150,7153,10014,4005,28611
2025-12-22,Delhi,North Delhi,113028,54,187,173,243,47,704,26,59,166,116,46,413,291,2289,5150,7153,10014,4005,28611
2025-12-23,Delhi,North Delhi,113028,46,153,142,198,40,579,22,49,135,94,38,338,235,2289,5150,7153,10014,4005,28611
2025-12-24,Delhi,North Delhi,113028,24,84,77,109,21,315,11,26,74,52,20,183,130,2289,5150,7153,10014,4005,28611
2025-12-25,Delhi,North Delhi,113028,26,63,59,78,24,250,13,22,51,37,18,141,83,2289,5150,7153,10014,4005,28611
2025-12-26,Delhi,North Delhi,113028,20,62,57,79,18,236,9,20,53,38,16,136,92,2289,5150,7153,10014,4005,28611
2025-12-27,Delhi,North Delhi,113028,12,36,34,47,11,140,5,12,31,22,9,79,54,2289,5150,7153,10014,4005,28611
2025-12-28,Delhi,North Delhi,113028,10,45,42,60,8,165,4,13,42,28,10,97,76,2289,5150,7153,10014,4005,28611
2025-12-29,Delhi,North Delhi,113028,58,187,173,241,51,710,28,60,163,115,47,413,283,2289,5150,7153,10014,4005,28611
2025-12-30,Delhi,North Delhi,113028,27,114,105,151,23,420,13,34,104,72,26,249,187,2289,5150,7153,10014,4005,28611
2025-12-31,Delhi,North Delhi,113028,19,60,56,77,17,229,9,19,52,36,15,131,89,2289,5150,7153,10014,4005,28611
2026-01-01,Delhi,North Delhi,113028,6,12,12,15,6,51,3,4,9,7,4,27,14,2289,5150,7153,10014,4005,28611
2026-01-02,Delhi,North Delhi,113028,0,4,3,6,0,13,0,0,5,3,0,8,11,2289,5150,7153,10014,4005,28611
2026-01-03,Delhi,North Delhi,113028,1,14,13,20,1,49,0,4,14,9,2,29,27,2289,5150,7153,10014,4005,28611
2026-01-04,Delhi,North Delhi,113028,8,33,30,43,7,121,3,10,30,20,7,70,53,2289,5150,7153,10014,4005,28611
2026-01-05,Delhi,North Delhi,113028,44,137,127,176,39,523,21,44,119,84,35,303,205,2289,5150,7153,10014,4005,28611
2026-01-06,Delhi,North Delhi,113028,25,82,76,106,22,311,11,26,72,50,20,179,126,2289,5150,7153,10014,4005,28611
2026-01-07,Delhi,North Delhi,113028,0,3,3,6,0,12,0,0,4,2,0,6,10,2289,5150,7153,10014,4005,28611
2026-01-08,Delhi,North Delhi,113028,0,0,0,2,0,2,0,0,3,1,0,4,9,2289,5150,7153,10014,4005,28611
2026-01-09,Delhi,North Delhi,113028,0,1,0,3,0,4,0,0,3,1,0,4,10,2289,5150,7153,10014,4005,28611
2026-01-10,Delhi,North Delhi,113028,1,9,8,13,0,31,0,2,9,6,1,18,18,2289,5150,7153,10014,4005,28611
2026-01-11,Delhi,North Delhi,113028,4,26,23,35,3,91,1,7,25,16,5,54,46,2289,5150,7153,10014,4005,28611
2026-01-12,Delhi,North Delhi,113028,31,118,109,154,26,438,14,36,106,73,27,256,189,2289,5150,7153,10014,4005,28611
2026-01-13,Delhi,North Delhi,113028,38,108,100,137,34,417,18,36,92,65,29,240,155,2289,5150,7153,10014,4005,28611
2026-01-14,Delhi,North Delhi,113028,0,18,16,25,0,59,0,4,19,12,2,37,37,2289,5150,7153,10014,4005,28611
2026-01-15,Delhi,North Delhi,113028,0,4,3,6,0,13,0,0,5,3,0,8,10,2289,5150,7153,10014,4005,28611
2025-10-18,Delhi,South Delhi,116467,5,15,14,19,4,57,4,8,23,16,7,58,39,1178,2652,3683,5157,2062,14732
2025-10-19,Delhi,South Delhi,116467,9,28,26,36,8,107,7,16,44,31,13,111,73,1178,2652,3683,5157,2062,14732
2025-10-20,Delhi,South Delhi,116467,24,95,87,125,20,351,23,55,159,110,42,389,271,1178,2652,3683,5157,2062,14732
2025-10-21,Delhi,South Delhi,116467,31,91,85,117,28,352,25,52,140,99,41,357,232,1178,2652,3683,5157,2062,14732
2025-10-22,Delhi,South Delhi,116467,37,70,67,84,35,293,13,28,76,54,22,193,127,1178,2652,3683,5157,2062,14732
2025-10-23,Delhi,South Delhi,116467,5,20,18,26,4,73,4,11,34,23,9,81,58,1178,2652,3683,5157,2062,14732
2025-10-24,Delhi,South Delhi,116467,9,32,30,42,8,121,8,18,53,37,14,130,90,1178,2652,3683,5157,2062,14732
2025-10-25,Delhi,South Delhi,116467,14,30,28,36,13,121,9,16,40,29,13,107,63,1178,2652,3683,5157,2062,14732
2025-10-26,Delhi,South Delhi,116467,8,31,29,41,7,116,7,18,51,36,14,126,88,1178,2652,3683,5157,2062,14732
2025-10-27,Delhi,South Delhi,116467,33,115,107,150,29,434,29,66,186,130,51,462,315,1178,2652,3683,5157,2062,14732
2025-10-28,Delhi,South Delhi,116467,30,95,88,122,27,362,25,54,148,104,42,373,248,1178,2652,3683,5157,2062,14732
2025-10-29,Delhi,South Delhi,116467,11,43,40,56,10,160,10,25,71,49,19,174,121,1178,2652,3683,5157,2062,14732
2025-10-30,Delhi,South Delhi,116467,0,9,8,13,0,30,1,5,20,13,3,42,37,1178,2652,3683,5157,2062,14732
2025-10-31,Delhi,South Delhi,116467,15,32,30,40,14,131,10,18,44,32,15,119,70,1178,2652,3683,5157,2062,14732
2025-11-01,Delhi,South Delhi,116467,9,21,20,26,9,85,6,12,29,21,9,77,47,1178,2652,3683,5157,2062,14732
2025-11-02,Delhi,South Delhi,116467,8,27,25,34,7,101,7,15,42,29,12,105,70,1178,2652,3683,5157,2062,14732
2025-11-03,Delhi,South Delhi,116467,28,93,86,120,25,352,24,53,147,103,42,369,248,1178,2652,3683,5157,2062,14732
2025-11-04,Delhi,South Delhi,116467,19,62,57,80,17,235,16,35,98,69,27,245,165,1178,2652,3683,5157,2062,14732
2025-11-05,Delhi,South Delhi,116467,4,15,14,19,4,56,3,8,24,17,6,58,40,1178,2652,3683,5157,2062,14732
2025-11-06,Delhi,South Delhi,116467,0,0,0,0,0,0,0,0,4,2,0,6,11,1178,2652,3683,5157,2062,14732
2025-11-07,Delhi,South Delhi,116467,7,11,10,12,7,47,4,5,10,8,5,32,14,1178,2652,3683,5157,2062,14732
2025-11-08,Delhi,South Delhi,116467,0,0,0,0,0,0,5,8,18,13,7,51,26,1178,2652,3683,5157,2062,14732
2025-11-09,Delhi,South Delhi,116467,2,15,14,21,2,54,3,9,28,19,7,66,49,1178,2652,3683,5157,2062,14732
2025-11-10,Delhi,South Delhi,116467,14,63,58,84,11,230,14,37,109,75,28,263,187,1178,2652,3683,5157,2062,14732
2025-11-11,Delhi,South Delhi,116467,18,54,50,69,17,208,14,31,82,58,24,209,137,1178,2652,3683,5157,2062,14732
2025-11-12,Delhi,South Delhi,116467,0,0,0,0,0,0,0,0,2,0,0,2,10,1178,2652,3683,5157,2062,14732
2025-11-13,Delhi,South Delhi,116467,0,1,1,3,0,5,0,1,6,3,0,10,11,1178,2652,3683,5157,2062,14732
2025-11-14,Delhi,South Delhi,116467,0,0,0,0,0,0,0,0,4,2,0,6,11,1178,2652,3683,5157,2062,14732
2025-11-15,Delhi,South Delhi,116467,1,9,9,13,0,32,2,5,18,12,4,41,31,1178,2652,3683,5157,2062,14732
2025-11-16,Delhi,South Delhi,116467,13,32,30,39,13,127,9,18,44,32,14,117,71,1178,2652,3683,5157,2062,14732
2025-11-17,Delhi,South Delhi,116467,29,98,90,127,25,369,25,56,156,109,44,390,263,1178,2652,3683,5157,2062,14732
2025-11-18,Delhi,South Delhi,116467,40,99,93,124,37,393,29,56,142,102,45,374,232,1178,2652,3683,5157,2062,14732
2025-11-19,Delhi,South Delhi,116467,8,36,33,47,7,131,8,21,61,42,16,148,104,1178,2652,3683,5157,2062,14732
2025-11-20,Delhi,South Delhi,116467,1,13,12,18,0,44,2,8,25,17,5,57,45,1178,2652,3683,5157,2062,14732
2025-11-21,Delhi,South Delhi,116467,4,25,22,34,3,88,5,14,45,31,11,106,79,1178,2652,3683,5157,2062,14732
2025-11-22,Delhi,South Delhi,116467,9,24,23,31,8,95,7,14,36,26,11,94,60,1178,2652,3683,5157,2062,14732
2025-11-23,Delhi,South Delhi,116467,13,37,35,47,12,144,10,21,56,39,17,143,92,1178,2652,3683,5157,2062,14732
2025-11-24,Delhi,South Delhi,116467,38,125,115,161,33,472,32,71,198,138,56,495,332,1178,2652,3683,5157,2062,14732
2025-11-25,Delhi,South Delhi,116467,26,93,86,121,22,348,23,53,151,105,41,373,256,1178,2652,3683,5157,2062,14732
2025-11-26,Delhi,South Delhi,116467,8,44,40,59,6,157,9,26,78,54,19,186,136,1178,2652,3683,5157,2062,14732
2025-11-27,Delhi,South Delhi,116467,2,19,17,26,1,65,3,11,36,24,8,82,64,1178,2652,3683,5157,2062,14732
2025-11-28,Delhi,South Delhi,116467,1,22,20,31,0,74,4,13,43,29,9,98,77,1178,2652,3683,5157,2062,14732
2025-11-29,Delhi,South Delhi,116467,5,19,18,25,4,71,5,11,31,22,8,77,53,1178,2652,3683,5157,2062,14732
2025-11-30,Delhi,South Delhi,116467,13,35,33,44,12,137,10,20,51,36,16,133,83,1178,2652,3683,5157,2062,14732
2025-12-01,Delhi,South Delhi,116467,32,105,98,136,28,399,27,60,168,118,47,420,283,1178,2652,3683,5157,2062,14732
2025-12-02,Delhi,South Delhi,116467,23,75,70,97,20,285,19,43,119,84,34,299,201,1178,2652,3683,5157,2062,14732
2025-12-03,Delhi,South Delhi,116467,5,23,21,31,4,84,5,13,40,27,10,95,69,1178,2652,3683,5157,2062,14732
2025-12-04,Delhi,South Delhi,116467,5,8,8,9,4,34,3,4,9,7,3,26,13,1178,2652,3683,5157,2062,14732
2025-12-05,Delhi,South Delhi,116467,0,2,2,3,0,7,0,1,6,4,1,12,12,1178,2652,3683,5157,2062,14732
2025-12-06,Delhi,South Delhi,116467,0,8,7,11,0,26,1,4,15,10,3,33,27,1178,2652,3683,5157,2062,14732
2025-12-07,Delhi,South Delhi,116467,14,29,28,36,13,120,9,16,39,28,13,105,61,1178,2652,3683,5157,2062,14732
2025-12-08,Delhi,South Delhi,116467,13,65,60,87,11,236,14,38,114,78,29,273,196,1178,2652,3683,5157,2062,14732
2025-12-09,Delhi,South Delhi,116467,14,49,45,64,12,184,12,28,80,56,22,198,135,1178,2652,3683,5157,2062,14732
2025-12-10,Delhi,South Delhi,116467,0,0,0,2,0,2,0,0,7,4,0,11,16,1178,2652,3683,5157,2062,14732
2025-12-11,Delhi,South Delhi,116467,0,4,3,5,0,12,0,2,7,5,1,15,12,1178,2652,3683,5157,2062,14732
2025-12-12,Delhi,South Delhi,116467,8,12,11,13,8,52,4,6,11,9,5,35,15,1178,2652,3683,5157,2062,14732
2025-12-13,Delhi,South Delhi,116467,1,8,7,11,0,27,1,5,16,11,3,36,28,1178,2652,3683,5157,2062,14732
2025-12-14,Delhi,South Delhi,116467,12,29,27,36,11,115,8,16,41,29,13,107,66,1178,2652,3683,5157,2062,14732
2025-12-15,Delhi,South Delhi,116467,26,90,83,117,23,339,23,52,145,101,40,361,245,1178,2652,3683,5157,2062,14732
2025-12-16,Delhi,South Delhi,116467,28,79,74,101,25,307,21,45,120,85,36,307,199,1178,2652,3683,5157,2062,14732
2025-12-17,Delhi,South Delhi,116467,4,26,24,36,3,93,5,15,48,33,11,112,84,1178,2652,3683,5157,2062,14732
2025-12-18,Delhi,South Delhi,116467,7,17,16,21,6,67,5,9,24,17,8,63,40,1178,2652,3683,5157,2062,14732
2025-12-19,Delhi,South Delhi,116467,12,33,31,41,11,128,9,18,48,34,15,124,80,1178,2652,3683,5157,2062,14732
2025-12-20,Delhi,South Delhi,116467,12,28,26,34,12,112,8,15,37,27,12,99,60,1178,2652,3683,5157,2062,14732
2025-12-21,Delhi,South Delhi,116467,9,33,30,42,8,122,8,19,52,37,14,130,89,1178,2652,3683,5157,2062,14732
2025-12-22,Delhi,South Delhi,116467,29,113,104,148,25,419,27,65,188,131,50,461,320,1178,2652,3683,5157,2062,14732
2025-12-23,Delhi,South Delhi,116467,33,104,97,134,30,398,27,60,163,114,47,411,272,1178,2652,3683,5157,2062,14732
2025-12-24,Delhi,South Delhi,116467,17,58,54,76,15,220,15,33,93,65,26,232,158,1178,2652,3683,5157,2062,14732
2025-12-25,Delhi,South Delhi,116467,39,65,62,75,37,278,13,25,63,45,20,166,101,1178,2652,3683,5157,2062,14732
2025-12-26,Delhi,South Delhi,116467,11,39,36,51,9,146,9,23,64,45,17,158,109,1178,2652,3683,5157,2062,14732
2025-12-27,Delhi,South Delhi,116467,12,29,27,36,11,115,8,16,40,29,13,106,65,1178,2652,3683,5157,2062,14732
2025-12-28,Delhi,South Delhi,116467,10,33,31,43,8,125,8,19,53,37,15,132,89,1178,2652,3683,5157,2062,14732
2025-12-29,Delhi,South Delhi,116467,31,112,103,146,26,418,27,64,182,127,50,450,309,1178,2652,3683,5157,2062,14732
2025-12-30,Delhi,South Delhi,116467,29,91,84,117,26,347,24,52,142,100,41,359,238,1178,2652,3683,5157,2062,14732
2025-12-31,Delhi,South Delhi,116467,6,34,31,45,5,121,7,19,59,40,15,140,102,1178,2652,3683,5157,2062,14732
2026-01-01,Delhi,South Delhi,116467,2,9,8,12,2,33,2,5,15,10,4,36,26,1178,2652,3683,5157,2062,14732
2026-01-02,Delhi,South Delhi,116467,0,0,0,0,0,0,0,0,8,4,0,12,21,1178,2652,3683,5157,2062,14732
2026-01-03,Delhi,South Delhi,116467,3,13,12,17,2,47,3,7,21,15,5,51,37,1178,2652,3683,5157,2062,14732
2026-01-04,Delhi,South Delhi,116467,7,24,22,31,6,90,6,14,38,27,11,96,65,1178,2652,3683,5157,2062,14732
2026-01-05,Delhi,South Delhi,116467,35,98,92,125,32,382,27,56,148,105,44,380,245,1178,2652,3683,5157,2062,14732
2026-01-06,Delhi,South Delhi,116467,20,61,57,78,18,234,16,35,95,67,27,240,158,1178,2652,3683,5157,2062,14732
2026-01-07,Delhi,South Delhi,116467,1,10,9,14,0,34,2,6,19,13,4,44,33,1178,2652,3683,5157,2062,14732
2026-01-08,Delhi,South Delhi,116467,5,8,8,10,5,36,3,4,9,7,4,27,14,1178,2652,3683,5157,2062,14732
2026-01-09,Delhi,South Delhi,116467,0,2,2,4,0,8,0,1,6,4,1,12,12,1178,2652,3683,5157,2062,14732
2026-01-10,Delhi,South Delhi,116467,0,2,2,5,0,9,0,2,11,7,0,20,23,1178,2652,3683,5157,2062,14732
2026-01-11,Delhi,South Delhi,116467,3,19,17,25,2,66,4,11,33,23,8,79,58,1178,2652,3683,5157,2062,14732
2026-01-12,Delhi,South Delhi,116467,25,86,80,112,22,325,22,50,138,97,39,346,233,1178,2652,3683,5157,2062,14732
2026-01-13,Delhi,South Delhi,116467,24,71,66,91,21,273,19,40,109,77,32,277,181,1178,2652,3683,5157,2062,14732
2026-01-14,Delhi,South Delhi,116467,7,27,25,35,6,100,6,15,43,30,12,106,74,1178,2652,3683,5157,2062,14732
2026-01-15,Delhi,South Delhi,116467,2,7,6,9,2,26,1,4,11,7,3,26,18,1178,2652,3683,5157,2062,14732
2025-10-18,Delhi,West Delhi,118910,2,12,11,15,2,42,3,8,24,17,6,58,24,1295,2915,4049,5668,2267,16194
2025-10-19,Delhi,West Delhi,118910,21,39,37,47,20,164,14,25,58,42,21,160,55,1295,2915,4049,5668,2267,16194
2025-10-20,Delhi,West Delhi,118910,39,108,101,138,35,421,35,74,198,140,58,505,194,1295,2915,4049,5668,2267,16194
2025-10-21,Delhi,West Delhi,118910,27,81,75,104,24,311,26,56,152,107,44,385,150,1295,2915,4049,5668,2267,16194
2025-10-22,Delhi,West Delhi,118910,12,41,38,53,10,154,12,28,79,55,22,196,79,1295,2915,4049,5668,2267,16194
2025-10-23,Delhi,West Delhi,118910,3,17,15,22,3,60,5,12,36,25,9,87,36,1295,2915,4049,5668,2267,16194
2025-10-24,Delhi,West Delhi,118910,7,28,26,37,6,104,8,20,56,39,15,138,56,1295,2915,4049,5668,2267,16194
2025-10-25,Delhi,West Delhi,118910,4,18,16,23,3,64,5,12,37,25,9,88,37,1295,2915,4049,5668,2267,16194
2025-10-26,Delhi,West Delhi,118910,12,33,31,42,11,129,11,23,60,43,18,155,59,1295,2915,4049,5668,2267,16194
2025-10-27,Delhi,West Delhi,118910,25,98,91,129,21,364,29,70,200,139,54,492,200,1295,2915,4049,5668,2267,16194
2025-10-28,Delhi,West Delhi,118910,15,70,64,93,12,254,20,50,148,102,38,358,148,1295,2915,4049,5668,2267,16194
2025-10-29,Delhi,West Delhi,118910,11,39,36,51,9,146,12,27,78,54,21,192,77,1295,2915,4049,5668,2267,16194
2025-10-30,Delhi,West Delhi,118910,0,3,3,7,0,13,0,4,17,11,2,34,18,1295,2915,4049,5668,2267,16194
2025-10-31,Delhi,West Delhi,118910,4,16,15,22,3,60,5,12,34,23,9,83,34,1295,2915,4049,5668,2267,16194
2025-11-01,Delhi,West Delhi,118910,0,3,2,7,0,12,0,4,21,13,2,40,22,1295,2915,4049,5668,2267,16194
2025-11-02,Delhi,West Delhi,118910,8,24,23,31,7,93,8,17,46,32,13,116,45,1295,2915,4049,5668,2267,16194
2025-11-03,Delhi,West Delhi,118910,22,79,73,103,19,296,24,56,157,109,43,389,156,1295,2915,4049,5668,2267,16194
2025-11-04,Delhi,West Delhi,118910,13,49,46,65,11,184,15,35,100,70,27,247,100,1295,2915,4049,5668,2267,16194
2025-11-05,Delhi,West Delhi,118910,0,0,0,2,0,2,0,1,11,6,0,18,13,1295,2915,4049,5668,2267,16194
2025-11-06,Delhi,West Delhi,118910,0,0,0,0,0,0,0,0,5,2,0,7,6,1295,2915,4049,5668,2267,16194
2025-11-07,Delhi,West Delhi,118910,0,2,2,4,0,8,0,2,7,5,1,15,8,1295,2915,4049,5668,2267,16194
2025-11-08,Delhi,West Delhi,118910,5,10,9,12,4,40,3,6,15,11,5,40,14,1295,2915,4049,5668,2267,16194
2025-11-09,Delhi,West Delhi,118910,0,0,0,0,0,0,4,10,31,21,8,74,31,1295,2915,4049,5668,2267,16194
2025-11-10,Delhi,West Delhi,118910,28,76,71,96,26,297,25,51,136,96,41,349,133,1295,2915,4049,5668,2267,16194
2025-11-11,Delhi,West Delhi,118910,10,39,36,51,9,145,11,27,78,54,21,191,78,1295,2915,4049,5668,2267,16194
2025-11-12,Delhi,West Delhi,118910,0,4,4,6,0,14,1,3,9,6,2,21,9,1295,2915,4049,5668,2267,16194
2025-11-13,Delhi,West Delhi,118910,4,7,7,9,4,31,3,4,10,7,4,28,9,1295,2915,4049,5668,2267,16194
2025-11-14,Delhi,West Delhi,118910,0,0,0,1,0,1,0,1,6,4,0,11,7,1295,2915,4049,5668,2267,16194
2025-11-15,Delhi,West Delhi,118910,0,7,6,10,0,23,1,5,18,12,4,40,18,1295,2915,4049,5668,2267,16194
2025-11-16,Delhi,West Delhi,118910,7,23,21,29,7,87,7,16,43,30,12,108,42,1295,2915,4049,5668,2267,16194
2025-11-17,Delhi,West Delhi,118910,26,86,80,111,22,325,27,60,167,117,47,418,166,1295,2915,4049,5668,2267,16194
2025-11-18,Delhi,West Delhi,118910,10,55,50,73,8,196,15,40,118,82,30,285,119,1295,2915,4049,5668,2267,16194
2025-11-19,Delhi,West Delhi,118910,18,43,41,54,17,173,15,29,74,53,23,194,72,1295,2915,4049,5668,2267,16194
2025-11-20,Delhi,West Delhi,118910,2,11,10,15,2,40,3,8,24,16,6,57,24,1295,2915,4049,5668,2267,16194
2025-11-21,Delhi,West Delhi,118910,1,17,16,24,0,58,4,13,42,28,9,96,42,1295,2915,4049,5668,2267,16194
2025-11-22,Delhi,West Delhi,118910,13,27,26,33,13,112,10,17,42,30,14,113,40,1295,2915,4049,5668,2267,16194
2025-11-23,Delhi,West Delhi,118910,14,35,33,44,13,139,12,23,61,43,19,158,59,1295,2915,4049,5668,2267,16194
2025-11-24,Delhi,West Delhi,118910,40,118,110,151,36,455,38,81,219,154,64,556,216,1295,2915,4049,5668,2267,16194
2025-11-25,Delhi,West Delhi,118910,30,90,84,116,27,347,29,62,169,119,49,428,167,1295,2915,4049,5668,2267,16194
2025-11-26,Delhi,West Delhi,118910,20,54,50,68,18,210,18,36,95,68,29,246,93,1295,2915,4049,5668,2267,16194
2025-11-27,Delhi,West Delhi,118910,5,18,17,24,4,68,5,13,37,25,10,90,36,1295,2915,4049,5668,2267,16194
2025-11-28,Delhi,West Delhi,118910,6,23,21,30,5,85,7,16,47,32,12,114,47,1295,2915,4049,5668,2267,16194
2025-11-29,Delhi,West Delhi,118910,0,10,9,15,0,34,2,8,28,19,6,63,29,1295,2915,4049,5668,2267,16194
2025-11-30,Delhi,West Delhi,118910,0,14,12,21,0,47,2,12,42,28,8,92,44,1295,2915,4049,5668,2267,16194
2025-12-01,Delhi,West Delhi,118910,23,85,79,111,19,317,26,60,171,119,46,422,170,1295,2915,4049,5668,2267,16194
2025-12-02,Delhi,West Delhi,118910,12,54,49,71,10,196,15,39,113,78,29,274,113,1295,2915,4049,5668,2267,16194
2025-12-03,Delhi,West Delhi,118910,2,14,13,19,1,49,3,10,33,22,8,76,33,1295,2915,4049,5668,2267,16194
2025-12-04,Delhi,West Delhi,118910,0,1,1,2,0,4,0,1,7,4,1,13,7,1295,2915,4049,5668,2267,16194
2025-12-05,Delhi,West Delhi,118910,4,7,7,9,4,31,3,4,10,7,4,28,9,1295,2915,4049,5668,2267,16194
2025-12-06,Delhi,West Delhi,118910,0,0,0,0,0,0,0,0,9,5,0,14,10,1295,2915,4049,5668,2267,16194
2025-12-07,Delhi,West Delhi,118910,1,13,12,18,1,45,3,10,31,21,7,72,31,1295,2915,4049,5668,2267,16194
2025-12-08,Delhi,West Delhi,118910,25,72,68,92,23,280,23,49,133,94,39,338,131,1295,2915,4049,5668,2267,16194
2025-12-09,Delhi,West Delhi,118910,6,33,30,44,5,118,9,24,71,49,18,171,72,1295,2915,4049,5668,2267,16194
2025-12-10,Delhi,West Delhi,118910,6,10,9,11,6,42,4,5,11,8,5,33,10,1295,2915,4049,5668,2267,16194
2025-12-11,Delhi,West Delhi,118910,0,0,0,2,0,2,0,1,6,4,0,11,7,1295,2915,4049,5668,2267,16194
2025-12-12,Delhi,West Delhi,118910,0,0,0,1,0,1,0,1,6,4,0,11,7,1295,2915,4049,5668,2267,16194
2025-12-13,Delhi,West Delhi,118910,2,8,7,10,2,29,2,5,15,10,4,36,15,1295,2915,4049,5668,2267,16194
2025-12-14,Delhi,West Delhi,118910,7,21,20,27,7,82,7,14,38,27,11,97,38,1295,2915,4049,5668,2267,16194
2025-12-15,Delhi,West Delhi,118910,14,66,60,88,12,240,19,47,139,96,36,337,139,1295,2915,4049,5668,2267,16194
2025-12-16,Delhi,West Delhi,118910,19,59,55,76,16,225,18,41,113,79,32,283,112,1295,2915,4049,5668,2267,16194
2025-12-17,Delhi,West Delhi,118910,9,26,24,33,8,100,8,18,48,34,14,122,48,1295,2915,4049,5668,2267,16194
2025-12-18,Delhi,West Delhi,118910,3,7,7,9,3,29,2,4,11,8,4,29,11,1295,2915,4049,5668,2267,16194
2025-12-19,Delhi,West Delhi,118910,4,16,15,21,4,60,5,11,33,23,9,81,32,1295,2915,4049,5668,2267,16194
2025-12-20,Delhi,West Delhi,118910,7,18,17,23,6,71,6,12,33,24,10,85,33,1295,2915,4049,5668,2267,16194
2025-12-21,Delhi,West Delhi,118910,11,31,29,40,10,121,10,21,56,40,17,144,55,1295,2915,4049,5668,2267,16194
2025-12-22,Delhi,West Delhi,118910,30,104,96,134,27,391,32,72,202,141,56,503,201,1295,2915,4049,5668,2267,16194
2025-12-23,Delhi,West Delhi,118910,31,91,85,116,28,351,29,62,168,119,49,427,166,1295,2915,4049,5668,2267,16194
2025-12-24,Delhi,West Delhi,118910,6,36,33,49,5,129,10,26,80,55,20,191,80,1295,2915,4049,5668,2267,16194
2025-12-25,Delhi,West Delhi,118910,0,13,12,19,0,44,3,10,34,23,7,77,35,1295,2915,4049,5668,2267,16194
2025-12-26,Delhi,West Delhi,118910,7,27,25,36,6,101,8,19,55,38,15,135,55,1295,2915,4049,5668,2267,16194
2025-12-27,Delhi,West Delhi,118910,5,18,16,23,4,66,5,12,35,24,9,85,35,1295,2915,4049,5668,2267,16194
2025-12-28,Delhi,West Delhi,118910,9,28,26,37,8,108,9,20,54,38,15,136,54,1295,2915,4049,5668,2267,16194
2025-12-29,Delhi,West Delhi,118910,49,118,110,147,45,469,30,68,190,133,53,474,189,1295,2915,4049,5668,2267,16194
2025-12-30,Delhi,West Delhi,118910,27,78,73,99,24,301,25,53,144,101,42,365,142,1295,2915,4049,5668,2267,16194
2025-12-31,Delhi,West Delhi,118910,9,29,27,37,8,110,9,20,55,38,15,137,54,1295,2915,4049,5668,2267,16194
2026-01-01,Delhi,West Delhi,118910,9,12,12,14,9,56,5,7,12,10,6,40,10,1295,2915,4049,5668,2267,16194
2026-01-02,Delhi,West Delhi,118910,0,1,1,2,0,4,0,1,7,4,0,12,7,1295,2915,4049,5668,2267,16194
2026-01-03,Delhi,West Delhi,118910,2,9,9,12,2,34,3,6,19,13,5,46,19,1295,2915,4049,5668,2267,16194
2026-01-04,Delhi,West Delhi,118910,7,21,19,26,6,79,6,14,38,27,11,96,37,1295,2915,4049,5668,2267,16194
2026-01-05,Delhi,West Delhi,118910,23,72,67,93,20,275,23,50,137,96,39,345,135,1295,2915,4049,5668,2267,16194
2026-01-06,Delhi,West Delhi,118910,3,30,27,41,1,102,7,22,70,48,16,163,71,1295,2915,4049,5668,2267,16194
2026-01-07,Delhi,West Delhi,118910,1,4,4,5,1,15,1,3,8,6,2,20,8,1295,2915,4049,5668,2267,16194
2026-01-08,Delhi,West Delhi,118910,2,5,5,6,2,20,1,3,9,6,3,22,8,1295,2915,4049,5668,2267,16194
2026-01-09,Delhi,West Delhi,118910,4,7,7,8,4,30,2,4,10,7,3,26,9,1295,2915,4049,5668,2267,16194
2026-01-10,Delhi,West Delhi,118910,0,2,2,4,0,8,0,2,9,6,1,18,10,1295,2915,4049,5668,2267,16194
2026-01-11,Delhi,West Delhi,118910,6,19,17,24,6,72,6,13,34,24,10,87,34,1295,2915,4049,5668,2267,16194
2026-01-12,Delhi,West Delhi,118910,24,74,69,95,22,284,23,51,138,97,40,349,136,1295,2915,4049,5668,2267,16194
2026-01-13,Delhi,West Delhi,118910,17,52,48,66,15,198,16,36,97,68,28,245,96,1295,2915,4049,5668,2267,16194
2026-01-14,Delhi,West Delhi,118910,13,25,24,30,12,104,9,16,38,28,13,104,36,1295,2915,4049,5668,2267,16194
2026-01-15,Delhi,West Delhi,118910,2,5,4,6,1,18,1,3,8,6,2,20,8,1295,2915,4049,5668,2267,16194
2025-10-18,Delhi,West Delhi,117970,10,36,33,47,9,135,2,6,17,12,4,41,51,1841,4142,5753,8054,3221,23011
2025-10-19,Delhi,West Delhi,117970,17,66,61,86,15,245,3,10,31,21,7,72,95,1841,4142,5753,8054,3221,23011
